IS&T Operations Manager,Alstom Transport India Ltd,Bangalore,Regular,https://www.shine.com/jobs/ist-operations-manager-permanent/alstom-transport-india-ltd/12364658/
V&V designer,Alstom Transport India Ltd,Bangalore,Regular,https://www.shine.com/jobs/vv-designer-permanent/alstom-transport-india-ltd/12364657/
Product Owner - Capital Electrical Products,Mentor Graphics India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/product-owner-capital-electrical-products-permanent/mentor-graphics-india-pvt-ltd/12364655/
Manager - IB Sales & Service,Videojet Technologies India Pvt Ltd,Mumbai City,Regular,https://www.shine.com/jobs/manager-ib-sales-service-permanent/videojet-technologies-india-pvt-ltd/12364614/
India Operations Lead,Wipro Limited,Chennai,Regular,https://www.shine.com/jobs/india-operations-lead-permanent/wipro-limited/12358952/
Finance Data Services - Data Attestation Specialist,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/finance-data-services-data-attestation-specialist-permanent/ubs-securities-india-private-limited/12364466/
Process Executive,Hucon Solutions India Pvt.Ltd.,Hyderabad,50 Positions,https://www.shine.com/jobs/process-executive-permanent/hucon-solutions-india-pvtltd/12364454/
Deputy General Manager - Production - Building Material ...,PAN India Recruiters,Kolkata,Regular,https://www.shine.com/jobs/deputy-general-manager-production-building-material-industry-permanent/pan-india-recruiters/12364390/
Manager For Polycab India Ltd.,Foundation Manpower Management,Kolkata,Regular,https://www.shine.com/jobs/manager-for-polycab-india-ltd-permanent/foundation-manpower-management/12360639/
HR in coimbatore,Mastro india,Coimbatore,10 Positions,https://www.shine.com/jobs/hr-jobs-in-coimbatore-permanent/mastro-india/12364413/
Support Engineer,WIPFLI INDIA LLP,Bangalore,Regular,https://www.shine.com/jobs/support-engineer-permanent/wipfli-india-llp/12364348/
Senior Personnel Officer,Busisol Sourcing India Private Limi...,Mumbai City,Regular,https://www.shine.com/jobs/senior-personnel-officer-permanent/busisol-sourcing-india-private-limited/12364347/
Urgent | Hiring for Application Developer,Highpoints Technologies India Pvt L...,Bangalore,10 Positions,https://www.shine.com/jobs/urgent-hiring-for-application-developer-permanent/highpoints-technologies-india-pvt-ltd/12364303/
ATS Integration Lead,Alstom Transport India Ltd,Bangalore,Regular,https://www.shine.com/jobs/ats-integration-lead-permanent/alstom-transport-india-ltd/12364285/
Power Supply Design Leader,Alstom Transport India Ltd,Bangalore,Regular,https://www.shine.com/jobs/power-supply-design-leader-permanent/alstom-transport-india-ltd/12364284/
V&V Designer,Alstom Transport India Ltd,Bangalore,Regular,https://www.shine.com/jobs/vv-designer-permanent/alstom-transport-india-ltd/12364280/
Electromechanical Mechanical Lead,Alstom Transport India Ltd,Hyderabad,Regular,https://www.shine.com/jobs/electromechanical-mechanical-lead-permanent/alstom-transport-india-ltd/12364278/
CIVIL in coimbatore,Mastro india,Coimbatore,10 Positions,https://www.shine.com/jobs/civil-jobs-in-coimbatore-permanent/mastro-india/12364333/
Mechanical in coimbatore,Mastro india,Coimbatore,10 Positions,https://www.shine.com/jobs/mechanical-jobs-in-coimbatore-permanent/mastro-india/12364329/
NON Voice BPO in coimbatore,Mastro india,Coimbatore,10 Positions,https://www.shine.com/jobs/non-voice-bpo-jobs-in-coimbatore-permanent/mastro-india/12364326/
Golang/Java Developer,Mentor Graphics India Pvt. Ltd.,Delhi,Regular,https://www.shine.com/jobs/golangjava-developer-permanent/mentor-graphics-india-pvt-ltd/12364266/
Branch Manager Health Insurance,Rekrut India Private Limited,"Bangalore
+1",Regular,https://www.shine.com/jobs/branch-manager-health-insurance-permanent/rekrut-india-private-limited/12364226/
Customer Care Executive,Naukritube India Private Limited,Mohali,50 Positions,https://www.shine.com/jobs/customer-care-executive-permanent/naukritube-india-private-limited/12364222/
Technician - Test Engineering,Nokia Solutions and Networks India ...,Chennai,Regular,https://www.shine.com/jobs/technician-test-engineering-permanent/nokia-solutions-and-networks-india-pvt-ltd/12362272/
Area Sales Manager(A/c Management) 1,Redington India Limited,Delhi,Regular,https://www.shine.com/jobs/area-sales-managerac-management-1-permanent/redington-india-limited/12361966/
Sphere Soft Solutions - Senior Full Stack Java Develope ...,Sphere Soft Solutions India Pvt Ltd,Bangalore,Regular,https://www.shine.com/jobs/sphere-soft-solutions-senior-full-stack-java-developer-j2eespring-boot-permanent/sphere-soft-solutions-india-pvt-ltd/12363413/
Management Trainee - BCM Consulting,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/management-trainee-bcm-consulting-permanent/genpact-india-pvt-ltd/12348470/
Management Trainee - AP,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/management-trainee-ap-permanent/genpact-india-pvt-ltd/12348468/
Regional Sales Manager - Employee Wellness,"Green Arrow Career Services, Goa In...","Gurugram
+2",Regular,https://www.shine.com/jobs/regional-sales-manager-employee-wellness-permanent/green-arrow-career-services-goa-india/12362651/
Customer Service Executive in Direct Bank,J.J. India Hiring For Bank,Delhi,5 Positions,https://www.shine.com/jobs/customer-service-executive-in-direct-bank-permanent/jj-india/12363125/
Assistant Manager - IoT Engineer,Genpact India Pvt. Ltd.,Bangalore,Regular,https://www.shine.com/jobs/assistant-manager-iot-engineer-permanent/genpact-india-pvt-ltd/12348158/
Assistant Manager - Pricing,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/assistant-manager-pricing-permanent/genpact-india-pvt-ltd/12348156/
Graphic Designer,AIGM ALL INDIA GIFTS MANAGER,Mumbai City,Contractual,https://www.shine.com/jobs/graphic-designer-contractual/aigm-all-india-gifts-manager/12363996/
Order Management Analyst,TE Connectivity India Pvt Ltd,Bangalore,Regular,https://www.shine.com/jobs/order-management-analyst-permanent/te-connectivity-india-pvt-ltd/12363991/
Business Development,AIGM ALL INDIA GIFTS MANAGER,Mumbai City,Contractual,https://www.shine.com/jobs/business-development-contractual/aigm-all-india-gifts-manager/12363988/
DevOps and Environment Engineer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/devops-and-environment-engineer-permanent/ubs-securities-india-private-limited/12362884/
Credit Valuations Controller,UBS Securities India Private Limite...,Mumbai City,Regular,https://www.shine.com/jobs/credit-valuations-controller-permanent/ubs-securities-india-private-limited/12362874/
Urgent | Hiring for System Administrator,Highpoints Technologies India Pvt L...,Bangalore,10 Positions,https://www.shine.com/jobs/urgent-hiring-for-system-administrator-permanent/highpoints-technologies-india-pvt-ltd/12363983/
Software Engineer/Developer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/software-engineerdeveloper-permanent/ubs-securities-india-private-limited/12363679/
Senior Personnel Officer,Busisol Sourcing India Private Limi...,Mumbai City,Regular,https://www.shine.com/jobs/senior-personnel-officer-permanent/busisol-sourcing-india-private-limited/12363661/
Experiom - Senior Software Engineer - .Net/C/REST API,Experiom India Private Limited,Delhi,Regular,https://www.shine.com/jobs/experiom-senior-software-engineer-netcrest-api-permanent/experiom-india-private-limited/12362690/
Global Banking Full Stack Java Engineer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/global-banking-full-stack-java-engineer-permanent/ubs-securities-india-private-limited/12363623/
"Software Engineer - Java/Python, Cloud",Mentor Graphics India Pvt. Ltd.,Delhi,Regular,https://www.shine.com/jobs/software-engineer-javapython-cloud-permanent/mentor-graphics-india-pvt-ltd/12363616/
Associate Corporate Counsel - India Contracts,Wipro Limited,Bangalore,Regular,https://www.shine.com/jobs/associate-corporate-counsel-india-contracts-permanent/wipro-limited/12358241/
Ruby On Rails Developer - Rspec/MySQL,Mobile Programming India Pvt. Ltd,Bangalore,Regular,https://www.shine.com/jobs/ruby-on-rails-developer-rspecmysql-permanent/mobile-programming-india-pvt-ltd/12363379/
Enverus - Application Support Analyst Supervisor - Netw ...,DataGenic India (Enverus),Bangalore,Regular,https://www.shine.com/jobs/enverus-application-support-analyst-supervisor-network-protocols-permanent/datagenic-india-enverus/12363273/
Hr Recruiter HR Executive,MD MANAGE (INDIA) PRIVATE LIMITED,Hyderabad,Regular,https://www.shine.com/jobs/hr-recruiter-hr-executive-permanent/md-manage-india-private-limited/12363253/
Education Counsellor,Career Glitz India Pvt. Ltd.,Delhi,20 Positions,https://www.shine.com/jobs/education-counsellor-permanent/career-glitz-india-pvt-ltd/12363207/
Senior Software Engineer ( .NetCore),Thermo Fisher Scientific India Pvt ...,Bangalore,Regular,https://www.shine.com/jobs/senior-software-engineer-netcore-permanent/thermo-fisher-scientific-india-pvt-ltd/12362957/
Banker Desktop Product Owner,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/banker-desktop-product-owner-permanent/ubs-securities-india-private-limited/12362945/
Software Engineer Python,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/software-engineer-python-permanent/ubs-securities-india-private-limited/12362940/
Asst Manager Manager Process Safety at Leading MNC Man ...,Vertex Corporate Services India Pvt...,"Bangalore
+3",5 Positions,https://www.shine.com/jobs/asst-manager-manager-process-safety-at-leading-mnc-manufacturing-co-permanent/vertex-corporate-services-india-pvt-ltd/12362865/
Hr Executive,Net Tech India,Mumbai City,5 Positions,https://www.shine.com/jobs/hr-executive-permanent/net-tech-india/12362935/
Financial Reporting & Analytics Specialist,UBS Securities India Private Limite...,Mumbai City,Regular,https://www.shine.com/jobs/financial-reporting-analytics-specialist-permanent/ubs-securities-india-private-limited/12362896/
Senior medical biller (US Health care),MD MANAGE (INDIA) PRIVATE LIMITED,Hyderabad,4 Positions,https://www.shine.com/jobs/senior-medical-biller-us-health-care-permanent/md-manage-india-private-limited/12362871/
"Talent & Culture, Product Owner Graduate Talent Program ...",UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/talent-culture-product-owner-graduate-talent-programs-permanent/ubs-securities-india-private-limited/12362861/
Senior AR Caller,MD MANAGE (INDIA) PRIVATE LIMITED,Hyderabad,5 Positions,https://www.shine.com/jobs/senior-ar-caller-permanent/md-manage-india-private-limited/12362856/
Ar Caller (US Healthcare),MD MANAGE (INDIA) PRIVATE LIMITED,Hyderabad,15 Positions,https://www.shine.com/jobs/ar-caller-us-healthcare-permanent/md-manage-india-private-limited/12362842/
DGM Sales & Marketing,Busisol Sourcing India Pvt Ltd,Bellary,Regular,https://www.shine.com/jobs/dgm-sales-marketing-permanent/busisol-sourcing-india-pvt-ltd/12362735/
Software Developer,SPINE TECHNOLOGIES INDIA PRIVATE LI...,Mumbai City,3 Positions,https://www.shine.com/jobs/software-developer-permanent/spine-technologies-india-private-limited/12362555/
India Market Unit - S&C - Product Innovation,Accenture,Delhi,Regular,https://www.shine.com/jobs/india-market-unit-sc-product-innovation-permanent/accenture/12356838/
India Market Unit - Ops Account Leadership - Manager,Accenture,Bangalore,Regular,https://www.shine.com/jobs/india-market-unit-ops-account-leadership-manager-permanent/accenture/12356232/
India Market Unit - Operations Acct Leadership,Accenture,Delhi,Regular,https://www.shine.com/jobs/india-market-unit-operations-acct-leadership-permanent/accenture/12356189/
India Market Unit - S&C - Digital Marketer,Accenture,Mumbai City,Regular,https://www.shine.com/jobs/india-market-unit-sc-digital-marketer-permanent/accenture/12356646/
We Have Requesting Candidates for India Market Unit - ...,Accenture,Mumbai City,Regular,https://www.shine.com/jobs/we-have-requesting-candidates-for-india-market-unit-ix-refinery-operations-permanent/accenture/12356492/
MT R2R,Genpact India Pvt. Ltd.,Kolkata,Regular,https://www.shine.com/jobs/mt-r2r-permanent/genpact-india-pvt-ltd/12347011/
Management Trainee-Collection,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/management-trainee-collection-permanent/genpact-india-pvt-ltd/12347009/
AM- Banking,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/am-banking-permanent/genpact-india-pvt-ltd/12347008/
Associate - Dispute,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/associate-dispute-permanent/genpact-india-pvt-ltd/12347007/
Account Executive,Mirchandanis Career Placements Indi...,"Mumbai City
+1",Regular,https://www.shine.com/jobs/account-executive-permanent/mirchandanis-career-placements-india-pvt-ltd/12362398/
Senior Associate - Logistics Management,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/senior-associate-logistics-management-permanent/genpact-india-pvt-ltd/12346601/
Process Associate - UW,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/process-associate-uw-permanent/genpact-india-pvt-ltd/12346600/
JAVA Senior Developer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/java-senior-developer-permanent/ubs-securities-india-private-limited/12362274/
JAVA Senior Developer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/java-senior-developer-permanent/ubs-securities-india-private-limited/12362270/
IT Big Data Developer,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/it-big-data-developer-permanent/ubs-securities-india-private-limited/12362267/
Credit Valuations Controller,UBS Securities India Private Limite...,Mumbai City,Regular,https://www.shine.com/jobs/credit-valuations-controller-permanent/ubs-securities-india-private-limited/12362222/
Mainframe Developer- PAN India,LTIMindtree Limited,"Gurugram
+8",Regular,https://www.shine.com/jobs/mainframe-developer-pan-india-permanent/ltimindtree-limited/12343231/
Manager - Digital Marketing & Innovation - Consumer Ind ...,PAN India Recruiters,Mumbai City,Regular,https://www.shine.com/jobs/manager-digital-marketing-innovation-consumer-industry-permanent/pan-india-recruiters/12362035/
India Market Unit - AI Engineering,Accenture,Ahmedabad,Regular,https://www.shine.com/jobs/india-market-unit-ai-engineering-permanent/accenture/12356752/
ETD Clearing Specialist (EE),UBS Securities India Private Limite...,Hyderabad,Regular,https://www.shine.com/jobs/etd-clearing-specialist-ee-permanent/ubs-securities-india-private-limited/12361466/
Asst. Manager/ Manager-Process Safety (Leading MNC Manu ...,Vertex Corporate Services India Pvt...,"Mumbai City
+2",Regular,https://www.shine.com/jobs/asst-manager-manager-process-safety-leading-mnc-manufacturing-co-permanent/vertex-corporate-services-india-pvt-ltd/12361859/
Full Stack Developer (ReactJS & NodeJS),UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/full-stack-developer-reactjs-nodejs-permanent/ubs-securities-india-private-limited/12361885/
India Market Unit - S&C - CNR - Change Management,Accenture,Delhi,Regular,https://www.shine.com/jobs/india-market-unit-sc-cnr-change-management-permanent/accenture/12355456/
Cybersecurity Engineer (with Linux),UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/cybersecurity-engineer-with-linux-permanent/ubs-securities-india-private-limited/12361547/
EM Strategist,UBS Securities India Private Limite...,Hyderabad,Regular,https://www.shine.com/jobs/em-strategist-permanent/ubs-securities-india-private-limited/12361532/
Chief Marketing Officer - Men's Retail Brand,Vito India,"Bangalore
+1",Regular,https://www.shine.com/jobs/chief-marketing-officer-mens-retail-brand-permanent/vito-india/12362248/
Java Developer,Bizessence (India) Private Limited,Bangalore,11 Positions,https://www.shine.com/jobs/java-developer-permanent/bizessence-india-private-limited/12362280/
ANALYST DIGITAL PLATFORMS & OPS,TE Connectivity India Pvt Ltd,Bangalore,Regular,https://www.shine.com/jobs/analyst-digital-platforms-ops-permanent/te-connectivity-india-pvt-ltd/12362263/
Head - Retail,Vito India,Chennai,Regular,https://www.shine.com/jobs/head-retail-permanent/vito-india/12361212/
National Key Account Manager,Vito India,Bangalore,Regular,https://www.shine.com/jobs/national-key-account-manager-permanent/vito-india/12362070/
Head - R&D - Molecular Diagnostic Assays/Kits,Vito India,Bangalore,Regular,https://www.shine.com/jobs/head-rd-molecular-diagnostic-assayskits-permanent/vito-india/12362065/
"For Store Manager - Retail Industry - Ahmedabad, Gujar ...",Seven Consultancy,Ahmedabad,Regular,https://www.shine.com/jobs/jobs-for-store-manager-retail-industry-ahmedabad-gujarat-india-permanent/seven-consultancy/12355692/
Sales Officer,Signature International Foods India...,Mumbai City,10 Positions,https://www.shine.com/jobs/sales-officer-permanent/signature-international-foods-india-private-limited/12362007/
Market & Treasury Risk Monitoring Product Manager,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/market-treasury-risk-monitoring-product-manager-permanent/ubs-securities-india-private-limited/12361931/
Company Secretarial Manager (Leading Venture Capital Fu ...,Vertex Corporate Services India Pvt...,Mumbai City,Regular,https://www.shine.com/jobs/company-secretarial-manager-leading-venture-capital-funding-company-permanent/vertex-corporate-services-india-pvt-ltd/12361926/
Medical Coders for US healthcare,Phoenician Medical Center India Pvt...,Gurugram,10 Positions,https://www.shine.com/jobs/medical-coders-for-us-healthcare-permanent/phoenician-medical-center-india-pvt-ltd/12360762/
Import Custom Clearance,Busisol Sourcing India Private Limi...,Navi Mumbai,Regular,https://www.shine.com/jobs/import-custom-clearance-permanent/busisol-sourcing-india-private-limited/12361911/
AR Callers for US Healthcare Process,Phoenician Medical Center India Pvt...,Gurugram,10 Positions,https://www.shine.com/jobs/ar-callers-for-us-healthcare-process-permanent/phoenician-medical-center-india-pvt-ltd/12360740/
Manager - Marketing - Healthcare,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/manager-marketing-healthcare-permanent/vito-india/12360723/
Manager - Digital Marketing - Building Material Industr ...,PAN India Recruiters,Mumbai City,Regular,https://www.shine.com/jobs/manager-digital-marketing-building-material-industry-permanent/pan-india-recruiters/12361579/
Manager - Digital Marketing - Medical Device Business,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/manager-digital-marketing-medical-device-business-permanent/vito-india/12361546/
Principal Product Manager - Healthcare,Vito India,Bangalore,Regular,https://www.shine.com/jobs/principal-product-manager-healthcare-permanent/vito-india/12361544/
Chief Business Officer - Home Solutions,Vito India,Bangalore,Regular,https://www.shine.com/jobs/chief-business-officer-home-solutions-permanent/vito-india/12361492/
Head - Social Media - Media Firm,Human Tree India,"Mumbai City
+1",Regular,https://www.shine.com/jobs/head-social-media-media-firm-permanent/human-tree-india/12361334/
Senior Analyst - CONTINUOUS IMPROVEMENT,TE Connectivity India Pvt Ltd,Bangalore,Regular,https://www.shine.com/jobs/senior-analyst-continuous-improvement-permanent/te-connectivity-india-pvt-ltd/12361468/
Senior Manager - Key Account Management - eCommerce,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/senior-manager-key-account-management-ecommerce-permanent/vito-india/12361450/
National Key Accounts Manager - Modern Trade - Healthca ...,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/national-key-accounts-manager-modern-trade-healthcare-permanent/vito-india/12361439/
Backend Executive,Naukritube India Private Limited,Jaipur,10 Positions,https://www.shine.com/jobs/backend-executive-permanent/naukritube-india-private-limited/12361323/
Backend Executive,Naukritube India Private Limited,Jaipur,10 Positions,https://www.shine.com/jobs/backend-executive-permanent/naukritube-india-private-limited/12361304/
Head - Design - Men's Wear Brand,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/head-design-mens-wear-brand-permanent/vito-india/12361213/
Chief Operations Officer - FMCG,Vito India,Bangalore,Regular,https://www.shine.com/jobs/chief-operations-officer-fmcg-permanent/vito-india/12361167/
Ksolves - iOS Developer - Objective C/SWIFT,Ksolves India,Other Madhya Pradesh,Regular,https://www.shine.com/jobs/ksolves-ios-developer-objective-cswift-permanent/ksolves-india/12361092/
Branch Manager,Busisol Sourcing India Pvt Ltd,Vadodara,Regular,https://www.shine.com/jobs/branch-manager-permanent/busisol-sourcing-india-pvt-ltd/12361026/
Brand Lead - Fashion Brand,Vito India,Bangalore,Regular,https://www.shine.com/jobs/brand-lead-fashion-brand-permanent/vito-india/12360999/
Business Development Manager,A-CLASS MARBLE INDIA PRIVATE LIMITE...,Delhi,Regular,https://www.shine.com/jobs/business-development-manager-permanent/a-class-marble-india-private-limited/12360907/
Sr.Account Executive/Asst Manager,Busisol Sourcing India Pvt Ltd,Mumbai City,Regular,https://www.shine.com/jobs/sraccount-executiveasst-manager-permanent/busisol-sourcing-india-pvt-ltd/12360887/
CA- Industrial Internship,UBS Securities India Private Limite...,Hyderabad,Regular,https://www.shine.com/jobs/ca-industrial-internship-permanent/ubs-securities-india-private-limited/12360880/
Director - Administration - Education Society,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/director-administration-education-society-permanent/vito-india/12360847/
INVITING TOP SALES MANAGERS-UNMATCHED SALARY OFFER+SPOT ...,RELIANCE NIPPON LIFE INSURANCE COMP...,"Jaipur
+9",10 Positions,https://www.shine.com/jobs/inviting-top-sales-managers-unmatched-salary-offerspot-offer-pan-india-openings-permanent/reliance-nippon-life-insurance-company-limited/12342154/
Director - Education - School of Business,Vito India,Mumbai City,Regular,https://www.shine.com/jobs/director-education-school-of-business-permanent/vito-india/12360722/
India Thematic Credit/Fixed Income Research Role,Vertex Corporate Services India Pvt...,Mumbai City,Regular,https://www.shine.com/jobs/india-thematic-creditfixed-income-research-role-permanent/vertex-corporate-services-india-pvt-ltd/12329191/
Apply Applicants for SPORT LEADER,Declathon India Pvt Ltd,Pune,Regular,https://www.shine.com/jobs/apply-applicants-for-sport-leader-permanent/declathon-india-pvt-ltd/12359864/
Data Entry Work in India Data Entry Typing Fresher Typi ...,Desnor Destination Pvt. Ltd.,"Gurugram
+4",6 Positions,https://www.shine.com/jobs/data-entry-work-in-india-data-entry-typing-fresher-typist-college-students-work-from-home/desnor-destination-pvt-ltd/12357753/
Pan India vacancies for Branch Operation Manager,Job Support Solution.,"Rajkot
+9",51 Positions,https://www.shine.com/jobs/pan-india-vacancies-for-branch-operation-manager-permanent/job-support-solution/12357370/
Pan India vacancies for Branch Operations Manager (Male ...,Job Support Solution.,"Gwalior
+9",51 Positions,https://www.shine.com/jobs/pan-india-vacancies-for-branch-operations-manager-male-female-permanent/job-support-solution/12357351/
Pan India vacancies for Branch Operations Manager (Male ...,Job Support Solution.,"Junagarh
+9",51 Positions,https://www.shine.com/jobs/pan-india-vacancies-for-branch-operations-manager-male-female-permanent/job-support-solution/12357348/
Business Analyst,Fiserv India Pvt. Ltd.,Thane,Regular,https://www.shine.com/jobs/business-analyst-permanent/fiserv-india-pvt-ltd/12358755/
Need Manager - Analytics,Genpact India Pvt. Ltd.,Bangalore,Regular,https://www.shine.com/jobs/need-manager-analytics-permanent/genpact-india-pvt-ltd/12346242/
ISC-MT,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/isc-mt-permanent/genpact-india-pvt-ltd/12346201/
PD-S&P,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/pd-sp-permanent/genpact-india-pvt-ltd/12346200/
DG-Process Developer - S2P,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/dg-process-developer-s2p-permanent/genpact-india-pvt-ltd/12346199/
Management Trainee - Customer Care,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/management-trainee-customer-care-permanent/genpact-india-pvt-ltd/12346195/
Manager,Genpact India Pvt. Ltd.,Bangalore,Regular,https://www.shine.com/jobs/manager-permanent/genpact-india-pvt-ltd/12345727/
Management Trainee - Collections,Genpact India Pvt. Ltd.,Bangalore,Regular,https://www.shine.com/jobs/management-trainee-collections-permanent/genpact-india-pvt-ltd/12345716/
Customer Sales Executive,CALL 2 CONNECT INDIA PRIVATE LIMITE...,Mumbai City,20 Positions,https://www.shine.com/jobs/customer-sales-executive-permanent/call-2-connect-india-private-limited/12360599/
General Ledger Intercompany Accountant,Jacobs Engineering India,"Mumbai City
+1",Regular,https://www.shine.com/jobs/general-ledger-intercompany-accountant-permanent/jacobs-engineering-india/12358443/
Analytical Translator,Nokia Solutions and Networks India ...,Bangalore,Regular,https://www.shine.com/jobs/analytical-translator-permanent/nokia-solutions-and-networks-india-pvt-ltd/12357010/
Project Management Professional II,Fiserv India Pvt. Ltd.,Pune,Regular,https://www.shine.com/jobs/project-management-professional-ii-permanent/fiserv-india-pvt-ltd/12357855/
Requesting Candidates for PD-AP Payments,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/requesting-candidates-for-pd-ap-payments-permanent/genpact-india-pvt-ltd/12342775/
On Role in Reliance Life Insurance for Manager Positio ...,RELIANCE NIPPON LIFE INSURANCE COMP...,"Other Odisha
+9",35 Positions,https://www.shine.com/jobs/on-role-job-in-reliance-life-insurance-for-manager-position-pan-india-permanent/reliance-nippon-life-insurance-company-limited/12340816/
Requesting Candidates for Assistant Manager - RTR,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/requesting-candidates-for-assistant-manager-rtr-permanent/genpact-india-pvt-ltd/12342813/
Requesting Candidates for Principal Consultant - Servic ...,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/requesting-candidates-for-principal-consultant-service-manager-erp-iscala-permanent/genpact-india-pvt-ltd/12342692/
Requesting Candidates for Lead Consultant React Native ...,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/requesting-candidates-for-lead-consultant-react-native-developer-permanent/genpact-india-pvt-ltd/12342689/
National Trade Marketing Manager - Cement Industry,PAN India Recruiters,Mumbai City,Regular,https://www.shine.com/jobs/national-trade-marketing-manager-cement-industry-permanent/pan-india-recruiters/12360105/
Sales Officer with Prama India Pvt Ltd,Prama Hikvision India Pvt. Ltd.,"Pune
+1",10 Positions,https://www.shine.com/jobs/sales-officer-with-prama-india-pvt-ltd-permanent/prama-hikvision-india-pvt-ltd/12327172/
Robotics Process Automation Python Automation Developer,UBS Securities India Private Limite...,"Mumbai City
+1",Regular,https://www.shine.com/jobs/robotics-process-automation-python-automation-developer-permanent/ubs-securities-india-private-limited/12360285/
Requirement for Assistant Manager - MDM,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/requirement-for-assistant-manager-mdm-permanent/genpact-india-pvt-ltd/12342914/
Requirement for Process Associate-AP,Genpact India Pvt. Ltd.,Hyderabad,Regular,https://www.shine.com/jobs/requirement-for-process-associate-ap-permanent/genpact-india-pvt-ltd/12342913/
Requirement for Process Developer -RTR,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/requirement-for-process-developer-rtr-permanent/genpact-india-pvt-ltd/12342912/
Requirement for Management Trainee - Claims,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/requirement-for-management-trainee-claims-permanent/genpact-india-pvt-ltd/12342908/
"ISC-AM Analyst, Product Costing",Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/isc-am-analyst-product-costing-permanent/genpact-india-pvt-ltd/12342860/
Management Trainee - AP,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/management-trainee-ap-permanent/genpact-india-pvt-ltd/12342859/
Require Senior Manager,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/require-senior-manager-permanent/genpact-india-pvt-ltd/12342520/
Senior Associate- Analytics,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/senior-associate-analytics-permanent/genpact-india-pvt-ltd/12342856/
Assistant Manager - HRBP,Genpact India Pvt. Ltd.,Noida,Regular,https://www.shine.com/jobs/assistant-manager-hrbp-permanent/genpact-india-pvt-ltd/12342855/
Management Trainee - MDM,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/management-trainee-mdm-permanent/genpact-india-pvt-ltd/12342853/
Requesting Candidates for Process Developer - Invoice t ...,Genpact India Pvt. Ltd.,Gurugram,Regular,https://www.shine.com/jobs/requesting-candidates-for-process-developer-invoice-to-cash-permanent/genpact-india-pvt-ltd/12342835/
Solution Architect,UBS Securities India Private Limite...,Pune,Regular,https://www.shine.com/jobs/solution-architect-permanent/ubs-securities-india-private-limited/12360141/
